<TICKER>        <NAME>
SLGL.US         SOL-GEL TECHNOLOGIES
SLM.US          SLM
SLMBP.US        SLM Corp
SLN.US          SILENCE THERAPEUTICS
SLNA.US         SELINA HOSPITALITY
SLNAW.US        SELINA HOSPITALITY
SLNG.US         STABILIS SOLUTIONS
SLNH.US         SOLUNA HOLDINGS
SLNHP.US        Soluna Holdings
SLNO.US         SOLENO THERAPEUTICS
SLP.US          SIMULATIONS PLUS
SLRC.US         SLR INVESTMENT
SLRN.US         ACELYRIN
SLRX.US         SALARIUS PHARMACEUTICALS
SLS.US          SELLAS LIFE SCIENCES GROUP
SLVR.US         SILVERSPAC
SLVRU.US        SILVERSPAC
SLVRW.US        SILVERSPAC
SMAP.US         SPORTSMAP TECH ACQUISITION
SMBC.US         SOUTHERN MISSOURI BANCORP
SMBK.US         SMARTFINANCIAL
SMCI.US         SUPER MICRO COMPUTER
SMFL.US         SMART FOR LIFE
SMID.US         SMITH-MIDLAND
SMLR.US         SEMLER SCIENTIFIC
SMMF.US         SUMMIT FINANCIAL GROUP
SMMT.US         SUMMIT THERAPEUTICS
SMPL.US         SIMPLY GOOD FOODS
SMSI.US         SMITH MICRO SOFTWARE
SMTC.US         SEMTECH
SMTI.US         SANARA MEDTECH
SMX.US          SMX SECURITY MATTERS
SMXWW.US        SMX SECURITY MATTERS
SNAL.US         SNAIL
SNAX.US         STRYVE FOODS
SNAXW.US        STRYVE FOODS
SNBR.US         SLEEP NUMBER
SNCE.US         SCIENCE 37 HOLDINGS
SNCR.US         SYNCHRONOSS TECHNOLOGIES
SNCRL.US        Synchronoss Technologies
SNCY.US         SUN COUNTRY AIRLINES HOLDINGS
SND.US          SMART SAND
SNDL.US         SNDL
SNDX.US         SYNDAX PHARMACEUTICALS
SNES.US         SENESTECH
SNEX.US         STONEX GROUP
SNFCA.US        SECURITY NATIONAL FINANCIAL
SNGX.US         SOLIGENIX
SNOA.US         SONOMA PHARMACEUTICALS
SNPO.US         SNAP ONE HOLDINGS
SNPS.US         SYNOPSYS
SNPX.US         SYNAPTOGENIX
SNRH.US         SENIOR CONNECT ACQUISITION I
SNRHU.US        SENIOR CONNECT ACQUISITION I
SNSE.US         SENSEI BIOTHERAPEUTICS
SNT.US          SENSTAR TECHNOLOGIES
SNTG.US         SENTAGE HOLDINGS
SNTI.US         SENTI BIOSCIENCES
SNY.US          SANOFI
SOBR.US         SOBR SAFE
SOFI.US         SOFI TECHNOLOGIES
SOFO.US         SONIC FOUNDRY
SOGU.US         AXS SHORT DE-SPAC ETF
SOHO.US         SOTHERLY HOTELS
SOHOB.US        Sotherly Hotels
SOHON.US        Sotherly Hotels
SOHOO.US        Sotherly Hotels
SOHU.US         SOHU.COM
SOLO.US         ELECTRAMECCANICA VEHICLES
SOLOW.US        ELECTRAMECCANICA VEHICLES
SOND.US         SONDER HOLDINGS
SONDW.US        SONDER HOLDINGS
SONM.US         SONIM TECHNOLOGIES
SONN.US         SONNET BIOTHERAPEUTICS HOLDINGS
SONO.US         SONOS
SOPA.US         SOCIETY PASS
SOPH.US         SOPHIA GENETICS
SOTK.US         SONO-TEK
SOUN.US         SOUNDHOUND AI
SOUNW.US        SOUNDHOUND AI
SOVO.US         SOVOS BRANDS
SOXQ.US         INVESCO PHLX SEMICONDUCTOR ETF
SP.US           SP PLUS
SPAQ.US         HORIZON KINETICS SPAC ACTIVE ETF
SPBC.US         SIMPLIFY US EQUITY PLUS GBTC ETF
SPC.US          CROSSINGBRIDGE PRE-MERGER SPAC ETF
SPCB.US         SUPERCOM
SPCM.US         SOUND POINT ACQUISITION I
SPCX.US         SPAC & NEW ISSUE ETF
SPFI.US         SOUTH PLAINS FINANCIAL
SPI.US          SPI ENERGY
SPLK.US         SPLUNK
SPNS.US         SAPIENS INT
SPOK.US         SPOK HOLDINGS
SPPI.US         SPECTRUM PHARMACEUTICALS
SPRB.US         SPRUCE BIOSCIENCES
SPRC.US         SCISPARC
SPRO.US         SPERO THERAPEUTICS
SPRX.US         SPEAR ALPHA ETF
SPRY.US         ARS PHARMACEUTICALS
SPSC.US         SPS COMMERCE
SPT.US          SPROUT SOCIAL
SPTN.US         SPARTANNASH
SPWH.US         SPORTSMAN'S WAREHOUSE HOLDINGS
SPWR.US         SUNPOWER
SQFT.US         PRESIDIO PROPERTY TRUST
SQFTP.US        Presidio Property Trust
SQFTW.US        PRESIDIO PROPERTY TRUST
SQL.US          SEQLL
SQLLW.US        SEQLL
SRAD.US         SPORTRADAR HOLDING
SRCE.US         1ST SOURCE
SRCL.US         STERICYCLE
SRDX.US         SURMODICS
SRGAQ.US        SURGALIGN HOLDINGS
SRPT.US         SAREPTA THERAPEUTICS
SRRK.US         SCHOLAR ROCK HOLDING
SRTS.US         SENSUS HEALTHCARE
SRZN.US         SURROZEN
SRZNW.US        SURROZEN
SSB.US          SOUTHSTATE
SSBI.US         SUMMIT STATE BANK
SSBK.US         SOUTHERN STATES BANCSHARES
SSIC.US         SILVER SPIKE INVESTMENT
SSKN.US         STRATA SKIN SCIENCES
SSNC.US         SS&C TECHNOLOGIES HOLDINGS
SSNT.US         SILVERSUN TECHNOLOGIES
SSP.US          EW SCRIPPS
SSRM.US         SSR MINING
SSSS.US         SURO CAPITAL
SSSSL.US        SuRo Capital Corp
SSTI.US         SOUNDTHINKING
SSYS.US         STRATASYS
STAA.US         STAAR SURGICAL
STAF.US         STAFFING 360 SOLUTIONS
STBA.US         S&T BANCORP
STBX.US         STARBOX GROUP HOLDINGS
STCN.US         STEEL CONNECT
STEP.US         STEPSTONE GROUP
STER.US         STERLING CHECK
STGW.US         STAGWELL
STHO.US         STAR HOLDINGS
STIM.US         NEURONETICS
STIX.US         SEMANTIX
STIXW.US        SEMANTIX
STKH.US         STEAKHOLDER FOODS
STKL.US         SUNOPTA
STKS.US         ONE GROUP HOSPITALITY
STLD.US         STEEL DYNAMICS
STNE.US         STONECO
STOK.US         STOKE THERAPEUTICS
STRA.US         STRATEGIC EDUCATION
STRC.US         SARCOS TECHNOLOGY & ROBOTICS
STRCW.US        SARCOS TECHNOLOGY AND ROBOTICS
STRL.US         STERLING INFRASTRUCTURE
STRM.US         STREAMLINE HEALTH SOLUTIONS
STRO.US         SUTRO BIOPHARMA
STRR.US         STAR EQUITY HOLDINGS
STRRP.US        Star Equity Holdings
STRS.US         STRATUS PROPERTIES
STRT.US         STRATTEC SECURITY
STSA.US         SATSUMA PHARMACEUTICALS
STSS.US         SHARPS TECHNOLOGY
STSSW.US        SHARPS TECHNOLOGY
STTK.US         SHATTUCK LABS
STX.US          SEAGATE TECHNOLOGY HOLDINGS
STXD.US         STRIVE 1000 DIVIDEND GROWTH ETF
STXG.US         STRIVE 1000 GROWTH ETF
STXK.US         STRIVE SMALL-CAP ETF
STXV.US         STRIVE 1000 VALUE ETF
SUNW.US         SUNWORKS
SUPN.US         SUPERNUS PHARMACEUTICALS
SURF.US         SURFACE ONCOLOGY
SURG.US         SURGEPAYS
SURGW.US        SURGEPAYS
SVC.US          SERVICE PROPERTIES TRUST
SVFD.US         SAVE FOODS
SVII.US         SPRING VALLEY ACQUISITION II
SVIIR.US        SPRING VALLEY ACQUISITION II
SVIIU.US        SPRING VALLEY ACQUISITION II
SVRA.US         SAVARA
SVRE.US         SAVERONE 2014
SVREW.US        SAVERONE 2014
SVVC.US         FIRSTHAND TECHNOLOGY VALUE FUND
SWAG.US         STRAN
SWAGW.US        STRAN
SWAV.US         SHOCKWAVE MEDICAL
SWBI.US         SMITH & WESSON BRANDS
SWEB.US         AXS SHORT CHINA INTERNET ETF
SWIM.US         LATHAM GROUP
SWKH.US         SWK HOLDINGS
SWKS.US         SKYWORKS SOLUTIONS
SWSSU.US        SPRINGWATER SPECIAL SITUATIONS
SWSSW.US        SPRINGWATER SPECIAL SITUATIONS
SWTX.US         SPRINGWORKS THERAPEUTICS
SWVL.US         SWVL HOLDINGS
SWVLW.US        SWVL HOLDINGS
SXTC.US         CHINA SXT PHARMACEUTICALS
SXTP.US         60 DEGREES PHARMACEUTICALS
SXTPW.US        60 DEGREES PHARMACEUTICALS
SY.US           SO-YOUNG INT
SYBT.US         STOCK YARDS BANCORP
SYBX.US         SYNLOGIC
SYM.US          SYMBOTIC
SYNA.US         SYNAPTICS
SYNH.US         SYNEOS HEALTH
SYPR.US         SYPRIS SOLUTIONS
SYRS.US         SYROS PHARMACEUTICALS
SYT.US          SYLA TECHNOLOGIES
SYTA.US         SIYATA MOBILE
SYTAW.US        SIYATA MOBILE
SZZL.US         SIZZLE ACQUISITION
SZZLU.US        SIZZLE ACQUISITION
SZZLW.US        SIZZLE ACQUISITION
TACT.US         TRANSACT TECHNOLOGIES
TAIT.US         TAITRON COMPONENTS
TALK.US         TALKSPACE
TALKW.US        TALKSPACE
TALS.US         TALARIS THERAPEUTICS
TANH.US         TANTECH HOLDINGS
TANNI.US        TravelCenters of America
TANNL.US        TravelCenters of America
TANNZ.US        TravelCenters of America
TAOP.US         TAOPING
TARA.US         PROTARA THERAPEUTICS
TARK.US         AXS 2X INNOVATION ETF
TARS.US         TARSUS PHARMACEUTICALS
TASK.US         TASKUS
TAST.US         CARROLS RESTAURANT GROUP
TATT.US         TAT TECHNOLOGIES
TAYD.US         TAYLOR DEVICES
TBBK.US         BANCORP
TBCP.US         THUNDER BRIDGE CAPITAL PARTNERS III
TBCPU.US        THUNDER BRIDGE CAPITAL PARTNERS III
TBIL.US         US TREASURY 3 MONTH BILL ETF
TBIO.US         TELESIS BIO
TBLA.US         TABOOLA.COM
TBLAW.US        TABOOLA.COM
TBLD.US         THORNBURG INCOME BUILDER OPPORTUNITIES TRUST
TBLT.US         TOUGHBUILT INDUSTRIES
TBLTW.US        TOUGHBUILT INDUSTRIES
TBMC.US         TRAILBLAZER MERGER I
TBMCR.US        TRAILBLAZER MERGER I
TBNK.US         TERRITORIAL BANCORP
TBPH.US         THERAVANCE BIOPHARMA
TC.US           TUANCHE
TCBC.US         TC BANCSHARES
TCBI.US         TEXAS CAPITAL BANCSHARES
TCBIO.US        Texas Capital Bancshares
TCBK.US         TRICO BANCSHARES
TCBP.US         TC BIOPHARM HOLDINGS
TCBPW.US        TC BIOPHARM HOLDINGS
TCBS.US         TEXAS COMMUNITY BANCSHARES
TCBX.US         THIRD COAST BANCSHARES
TCFC.US         COMMUNITY FINANCIAL
TCHI.US         ISHARES MSCI CHINA MULTISECTOR TECH ETF
TCJH.US         TOP KINGWIN
TCMD.US         TACTILE SYSTEMS TECHNOLOGY
TCOM.US         TRIP.COM GROUP
TCON.US         TRACON PHARMACEUTICALS
TCPC.US         BLACKROCK TCP CAPITAL
TCRR.US         TCR2 THERAPEUTICS
TCRT.US         ALAUNOS THERAPEUTICS
TCRX.US         TSCAN THERAPEUTICS
TCX.US          TUCOWS
TDSA.US         CABANA TARGET DRAWDOWN 5 ETF
TDSB.US         CABANA TARGET DRAWDOWN 7 ETF
TDSC.US         CABANA TARGET DRAWDOWN 10 ETF
TDSD.US         CABANA TARGET DRAWDOWN 13 ETF
TDSE.US         CABANA TARGET DRAWDOWN 16 ETF
TDUP.US         THREDUP
TEAM.US         ATLASSIAN
TECH.US         BIO-TECHNE
TECTP.US        Tectonic Financial
TEDU.US         TARENA INT
TELA.US         TELA BIO
TENB.US         TENABLE HOLDINGS
TENK.US         TENX KEANE ACQUISITION
TENKR.US        TENX KEANE ACQUISITION
TENKU.US        TENX KEANE ACQUISITION
TENX.US         TENAX THERAPEUTICS
TER.US          TERADYNE
TERN.US         TERNS PHARMACEUTICALS
TESS.US         TESSCO TECHNOLOGIES
TETE.US         TECHNOLOGY & TELECOMMUNICATION ACQUISITION
TETEU.US        TECHNOLOGY & TELECOMMUNICATION ACQUISITION
TETEW.US        TECHNOLOGY & TELECOMMUNICATION ACQUISITION
TFFP.US         TFF PHARMACEUTICALS
TFIN.US         TRIUMPH FINANCIAL
TFINP.US        Triumph Financial
TFSL.US         TFS FINANCIAL
TGAA.US         TARGET GLOBAL ACQUISITION I
TGAAU.US        TARGET GLOBAL ACQUISITION I
TGAAW.US        TARGET GLOBAL ACQUISITION I
TGAN.US         TRANSPHORM
TGL.US          TREASURE GLOBAL
TGTX.US         TG THERAPEUTICS
TGVC.US         TG VENTURE ACQUISITION
TGVCU.US        TG VENTURE ACQUISITION
TH.US           TARGET HOSPITALITY
THCH.US         TH INT
THCP.US         THUNDER BRIDGE CAPITAL PARTNERS IV
THCPU.US        THUNDER BRIDGE CAPITAL PARTNERS IV
THCPW.US        THUNDER BRIDGE CAPITAL PARTNERS IV
THFF.US         FIRST FINANCIAL CORP/IN
THMO.US         THERMOGENESIS HOLDINGS
THRD.US         THIRD HARMONIC BIO
THRM.US         GENTHERM
THRN.US         THORNE HEALTHTECH
THRX.US         THESEUS PHARMACEUTICALS
THRY.US         THRYV HOLDINGS
THTX.US         THERATECHNOLOGIES
THWWW.US        TARGET HOSPITALITY
TIGO.US         MILLICOM INT CELLULAR
TIGR.US         UP FINTECH HOLDING
TIL.US          INSTIL BIO
TILE.US         INTERFACE
TIO.US          TINGO GROUP
TIPT.US         TIPTREE
TIRX.US         TIAN RUIXIANG HOLDINGS
TITN.US         TITAN MACHINERY
TIVC.US         TIVIC HEALTH SYSTEMS
TKLF.US         YOSHITSU
TKNO.US         ALPHA TEKNOVA
TLF.US          TANDY LEATHER FACTORY
TLGY.US         TLGY ACQUISITION
TLGYU.US        TLGY ACQUISITION
TLGYW.US        TLGY ACQUISITION
TLIS.US         TALIS BIOMEDICAL
TLRY.US         TILRAY BRANDS
TLS.US          TELOS
TLSA.US         TIZIANA LIFE SCIENCES
TMC.US          TMC THE METALS
TMCI.US         TREACE MEDICAL CONCEPTS
TMCWW.US        TMC THE METALS
TMDX.US         TRANSMEDICS GROUP
TMKR.US         TASTEMAKER ACQUISITION
TMKRU.US        PRIVETERRA ACQUISITION II
TMKRW.US        TASTEMAKER ACQUISITION
TMPO.US         TEMPO AUTOMATION HOLDINGS
TMPOW.US        TEMPO AUTOMATION HOLDINGS
TMTC.US         TMT ACQUISITION
TMTCR.US        TMT Acquisition Corp
TMTCU.US        TMT ACQUISITION
TMUS.US         T-MOBILE US
TNDM.US         TANDEM DIABETES CARE
TNGX.US         TANGO THERAPEUTICS
TNON.US         TENON MEDICAL
TNONW.US        TENON MEDICAL
TNXP.US         TONIX PHARMACEUTICALS HOLDING
TNYA.US         TENAYA THERAPEUTICS
TOAC.US         TALON 1 ACQUISITION
TOACU.US        TALON 1 ACQUISITION
TOI.US          ONCOLOGY INSTITUTE
TOIIW.US        ONCOLOGY INSTITUTE
TOMZ.US         TOMI ENVIRONMENTAL SOLUTIONS
TOP.US          TOP FINANCIAL GROUP
TOPS.US         TOP SHIPS
TORO.US         TORO
TOUR.US         TUNIU
TOWN.US         TOWNE BANK/PORTSMOUTH VA
TPCS.US         TECHPRECISION
TPG.US          TPG
TPIC.US         TPI COMPOSITES
TPST.US         TEMPEST THERAPEUTICS
TRDA.US         ENTRADA THERAPEUTICS
TREE.US         LENDINGTREE
TRHC.US         TABULA RASA HEALTHCARE
TRIB.US         TRINITY BIOTECH
TRIN.US         TRINITY CAPITAL
TRINL.US        Trinity Capital
TRIP.US         TRIPADVISOR
TRKA.US         TROIKA MEDIA GROUP
TRKAW.US        TROIKA MEDIA GROUP
TRMB.US         TRIMBLE
TRMD.US         TORM
TRMK.US         TRUSTMARK
TRMR.US         TREMOR INT
TRNR.US         INTERACTIVE STRENGTH
TRNS.US         TRANSCAT
TRON.US         CORNER GROWTH ACQUISITION 2
TRONU.US        CORNER GROWTH ACQUISITION 2
TRONW.US        CORNER GROWTH ACQUISITION 2
TROO.US         TROOPS
TROW.US         T ROWE PRICE GROUP
TRS.US          TRIMAS
TRST.US         TRUSTCO BANK NY
TRUE.US         TRUECAR
TRUP.US         TRUPANION
TRVG.US         TRIVAGO
TRVI.US         TREVI THERAPEUTICS
TRVN.US         TREVENA
TSAT.US         TELESAT
TSBK.US         TIMBERLAND BANCORP INC/WA
TSBX.US         TURNSTONE BIOLOGICS
TSCO.US         TRACTOR SUPPLY
TSEM.US         TOWER SEMICONDUCTOR
TSHA.US         TAYSHA GENE THERAPIES
TSL.US          GRANITESHARES 1.25 LONG TSLA DAILY ETF
TSLA.US         TESLA
TSLI.US         GRANITESHARES 1X SHORT TSLA DAILY ETF
TSLL.US         DIREXION DAILY TSLA BULL 1.5X SHARES
TSLQ.US         AXS TSLA BEAR DAILY ETF
TSLS.US         DIREXION DAILY TSLA BEAR 1X SHARES
TSP.US          TUSIMPLE HOLDINGS
TSRI.US         TSR
TSVT.US         2SEVENTY BIO
TTCFQ.US        TATTOOED CHEF
TTD.US          TRADE DESK
TTEC.US         TTEC HOLDINGS
TTEK.US         TETRA TECH
TTGT.US         TECHTARGET
TTMI.US         TTM TECHNOLOGIES
TTNP.US         TITAN PHARMACEUTICALS
TTOO.US         T2 BIOSYSTEMS
TTSH.US         TILE SHOP HOLDINGS
TTWO.US         TAKE-TWO INTERACTIVE SOFTWARE
TUG.US          STF TACTICAL GROWTH ETF
TUGN.US         STF TACTICAL GROWTH & INCOME ETF
TURN.US         180 DEGREE CAPITAL
TUSK.US         MAMMOTH ENERGY SERVICES
TVTX.US         TRAVERE THERAPEUTICS
TW.US           TRADEWEB MARKETS
TWCB.US         BILANDER ACQUISITION
TWCBU.US        BILANDER ACQUISITION
TWCBW.US        BILANDER ACQUISITION
TWEB.US         SOFI WEB 3 ETF
TWIN.US         TWIN DISC
TWKS.US         THOUGHTWORKS HOLDING
TWLV.US         TWELVE SEAS INVESTMENT II
TWLVU.US        TWELVE SEAS INVESTMENT II
TWNK.US         HOSTESS BRANDS
TWOU.US         2U
TWST.US         TWIST BIOSCIENCE
TXG.US          10X GENOMICS
TXMD.US         THERAPEUTICSMD
TXN.US          TEXAS INSTRUMENTS
TXRH.US         TEXAS ROADHOUSE
TYGO.US         TIGO ENERGY
TYGOU.US        ROTH CH ACQUISITION IV
TYGOW.US        TIGO ENERGY
TYRA.US         TYRA BIOSCIENCES
TZOO.US         TRAVELZOO
UAL.US          UNITED AIRLINES HOLDINGS
UBCP.US         UNITED BANCORP INC/OH
UBFO.US         UNITED SECURITY BANCSHARES/FRESNO CA
UBND.US         VICTORYSHARES CORE PLUS INTERMEDIATE BOND ETF
UBSI.US         UNITED BANKSHARES INC/WV
UBX.US          UNITY BIOTECHNOLOGY
UCAR.US         U POWER
UCBI.US         UNITED COMMUNITY BANKS INC/GA
UCBIO.US        United Community Banks
UCL.US          UCLOUDLINK GROUP
UCRD.US         VICTORYSHARES ESG CORPORATE BOND ETF
UCTT.US         ULTRA CLEAN HOLDINGS
UDMY.US         UDEMY
UEIC.US         UNIVERSAL ELECTRONICS
UEVM.US         VICTORYSHARES EMERGING MARKETS VALUE MOMENTUM ETF
UFCS.US         UNITED FIRE GROUP
UFIV.US         US TREASURY 5Y NOTE ETF
UFPI.US         UFP INDUSTRIES
UFPT.US         UFP TECHNOLOGIES
UG.US           UNITED-GUARDIAN
UGRO.US         URBAN-GRO
UHG.US          UNITED HOMES GROUP
UHGWW.US        UNITED HOMES GROUP
UIHC.US         UNITED INSURANCE HOLDINGS
UITB.US         VICTORYSHARES CORE INTERMEDIATE BOND ETF
UIVM.US         VICTORYSHARES INT VALUE MOMENTUM ETF
UK.US           UCOMMUNE INT
UKOMW.US        UCOMMUNE INT
ULBI.US         ULTRALIFE
ULCC.US         FRONTIER GROUP HOLDINGS
ULH.US          UNIVERSAL LOGISTICS HOLDINGS
ULTA.US         ULTA BEAUTY
ULVM.US         VICTORYSHARES US VALUE MOMENTUM ETF
UMBF.US         UMB FINANCIAL
UMMA.US         WAHED DOW JONES ISLAMIC WORLD ETF
UNAM.US         UNICO AMERICAN
UNB.US          UNION BANKSHARES INC/MORRISVILLE VT
UNCY.US         UNICYCIVE THERAPEUTICS
UNIT.US         UNITI GROUP
UNIY.US         WISDOMTREE VOYA YIELD ENHANCED USD UNIVERSAL BOND FUND
UNTY.US         UNITY BANCORP
UONE.US         URBAN ONE
UONEK.US        URBAN ONE
UPBD.US         UPBOUND GROUP
UPC.US          UNIVERSE PHARMACEUTICALS
UPGR.US         XTRACKERS US GREEN INFRASTRUCTURE SELECT EQUITY ETF
UPLD.US         UPLAND SOFTWARE
UPST.US         UPSTART HOLDINGS
UPTD.US         TRADEUP ACQUISITION
UPTDU.US        TRADEUP ACQUISITION
UPTDW.US        TRADEUP ACQUISITION
UPWD.US         JPMORGAN SOCIAL ADVANCEMENT ETF
UPWK.US         UPWORK
UPXI.US         UPEXI
URBN.US         URBAN OUTFITTERS
URGN.US         UROGEN PHARMA
URNJ.US         SPROTT JUNIOR URANIUM MINERS ETF
UROY.US         URANIUM ROYALTY
USAP.US         UNIVERSAL STAINLESS & ALLOY PRODUCTS
USAU.US         US GOLD
USBF.US         ISHARES USD BOND FACTOR ETF
USCB.US         USCB FINANCIAL HOLDINGS
USCL.US         ISHARES CLIMATE CONSCIOUS & TRANSITION MSCI USA ETF
USCT.US         TKB CRITICAL TECHNOLOGIES 1
USCTU.US        TKB CRITICAL TECHNOLOGIES 1
USCTW.US        TKB CRITICAL TECHNOLOGIES 1
USEA.US         UNITED MARITIME
USEG.US         US ENERGY
USFI.US         BRANDYWINEGLOBAL US FIXED INCOME ETF
USGO.US         US GOLDMINING
USGOW.US        US GOLDMINING
USIO.US         USIO
USLM.US         UNITED STATES LIME & MINERALS
USOI.US         X-LINKS CRUDE OIL SHARES COVERED CALL ETN
USTB.US         VICTORYSHARES SHORT-TERM BOND ETF
USVM.US         VICTORYSHARES US SMALL MID CAP VALUE MOMENTUM ETF
USVN.US         US TREASURY 7Y NOTE ETF
UTAA.US         UTA ACQUISITION
UTAAU.US        UTA ACQUISITION
UTAWF.US        UTA ACQUISITION
UTEN.US         US TREASURY 10Y NOTE ETF
UTHR.US         UNITED THERAPEUTICS
UTHY.US         US TREASURY 30Y BOND ETF
UTMD.US         UTAH MEDICAL PRODUCTS
UTME.US         UTIME
UTRE.US         US TREASURY 3Y NOTE ETF
UTRS.US         MINERVA SURGICAL
UTSI.US         UTSTARCOM HOLDINGS
UTWO.US         US TREASURY 2Y NOTE ETF
UTWY.US         US TREASURY 20Y BOND ETF
UVSP.US         UNIVEST FINANCIAL
UXIN.US         UXIN
VABK.US         VIRGINIA NATIONAL BANKSHARES
VACC.US         VACCITECH
VALN.US         VALNEVA SE
VALU.US         VALUE LINE
VANI.US         VIVANI MEDICAL
VAQC.US         VECTOR ACQUISITION II
VAXX.US         VAXXINITY
VBFC.US         VILLAGE BANK AND TRUST FINANCIAL
VBIV.US         VBI VACCINES
VBLT.US         VASCULAR BIOGENICS
VBNK.US         VERSABANK
VBOC.US         VISCOGLIOSI BROTHERS ACQUISITION
VBOCU.US        VISCOGLIOSI BROTHERS ACQUISITION
VBOCW.US        VISCOGLIOSI BROTHERS ACQUISITION
VBTX.US         VERITEX HOLDINGS
VC.US           VISTEON
VCEL.US         VERICEL
VCIG.US         VCI GLOBAL
VCNX.US         VACCINEX
VCSA.US         VACASA
VCTR.US         VICTORY CAPITAL HOLDINGS
VCXA.US         10X CAPITAL VENTURE ACQUISITION II
VCXAU.US        10X CAPITAL VENTURE ACQUISITION II
VCXAW.US        10X CAPITAL VENTURE ACQUISITION II
VCYT.US         VERACYTE
VECO.US         VEECO INSTRUMENTS
VECT.US         VECTIVBIO HOLDING
VEDU.US         VISIONARY EDUCATION TECHNOLOGY HOLDINGS GROUP
VEEE.US         TWIN VEE POWERCATS
VEON.US         VEON
VERA.US         VERA THERAPEUTICS
VERB.US         VERB TECHNOLOGY
VERBW.US        VERB TECHNOLOGY
VERI.US         VERITONE
VERO.US         VENUS CONCEPT
VERU.US         VERU
VERV.US         VERVE THERAPEUTICS
VERX.US         VERTEX
VERY.US         VERICITY
VEV.US          VICINITY MOTOR
VFF.US          VILLAGE FARMS INT
VFLO.US         VICTORYSHARES FREE CASH FLOW ETF
VGAS.US         VERDE CLEAN FUELS
VGASW.US        CENAQ ENERGY
VHNA.US         VAHANNA TECH EDGE ACQUISITION I
VHNAU.US        VAHANNA TECH EDGE ACQUISITION I
VHNAW.US        VAHANNA TECH EDGE ACQUISITION I
VIA.US          VIA RENEWABLES
VIASP.US        Via Renewables
VIAV.US         VIAVI SOLUTIONS
VICR.US         VICOR
VIEW.US         VIEW
VIEWW.US        VIEW
VIGL.US         VIGIL NEUROSCIENCE
VII.US          7GC & HOLDINGS
VIIAU.US        7GC & HOLDINGS
VIIAW.US        7GC & HOLDINGS
VINC.US         VINCERX PHARMA
VINO.US         GAUCHO GROUP HOLDINGS
VINP.US         VINCI PARTNERS INVESTMENTS
VIOT.US         VIOMI TECHNOLOGY
VIR.US          VIR BIOTECHNOLOGY
VIRC.US         VIRCO MFG.
VIRI.US         VIRIOS THERAPEUTICS
VIRT.US         VIRTU FINANCIAL
VIRX.US         VIRACTA THERAPEUTICS
VISL.US         VISLINK TECHNOLOGIES
VITL.US         VITAL FARMS
VIVK.US         VIVAKOR
VJET.US         VOXELJET
VKTX.US         VIKING THERAPEUTICS
VLATU.US        VALOR LATITUDE ACQUISITION
VLCN.US         VOLCON
VLGEA.US        VILLAGE SUPER MARKET
VLY.US          VALLEY NATIONAL BANCORP
VLYPO.US        Valley National Bancorp
VLYPP.US        Valley National Bancorp
VMAR.US         VISION MARINE TECHNOLOGIES
VMCA.US         VALUENCE MERGER I
VMCAW.US        VALUENCE MERGER I
VMD.US          VIEMED HEALTHCARE
VMEO.US         VIMEO
VNDA.US         VANDA PHARMACEUTICALS
VNET.US         VNET GROUP
VNOM.US         VIPER ENERGY PARTNERS
VOD.US          VODAFONE GROUP
VOR.US          VOR BIOPHARMA
VOXR.US         VOX ROYALTY
VOXX.US         VOXX INT
VQS.US          VIQ SOLUTIONS
VR.US           GLOBAL X METAVERSE ETF
VRA.US          VERA BRADLEY
VRAR.US         GLIMPSE GROUP
VRAX.US         VIRAX BIOLABS GROUP
VRAYQ.US        VIEWRAY
VRCA.US         VERRICA PHARMACEUTICALS
VRDN.US         VIRIDIAN THERAPEUTICS
VREX.US         VAREX IMAGING
VRM.US          VROOM
VRME.US         VERIFYME
VRMEW.US        VERIFYME
VRNA.US         VERONA PHARMA
VRNS.US         VARONIS SYSTEMS
VRNT.US         VERINT SYSTEMS
VRPX.US         VIRPAX PHARMACEUTICALS
VRRM.US         VERRA MOBILITY
VRSK.US         VERISK ANALYTICS
VRSN.US         VERISIGN
VRTS.US         VIRTUS INVESTMENT PARTNERS
VRTX.US         VERTEX PHARMACEUTICALS
VS.US           VERSUS SYSTEMS
VSAC.US         VISION SENSING ACQUISITION
VSACU.US        VISION SENSING ACQUISITION
VSACW.US        VISION SENSING ACQUISITION
VSAT.US         VIASAT
VSEC.US         VSE
VSSYW.US        VERSUS SYSTEMS
VSTA.US         VASTA PLATFORM
VSTM.US         VERASTEM
VTGN.US         VISTAGEN THERAPEUTICS
VTNR.US         VERTEX ENERGY
VTRS.US         VIATRIS
VTRU.US         VITRU
VTSI.US         VIRTRA
VTVT.US         VTV THERAPEUTICS
VTYX.US         VENTYX BIOSCIENCES
VUZI.US         VUZIX
VVOS.US         VIVOS THERAPEUTICS
VVPR.US         VIVOPOWER INT
VWE.US          VINTAGE WINE ESTATES
VWEWW.US        VINTAGE WINE ESTATES
VXRT.US         VAXART
VYGR.US         VOYAGER THERAPEUTICS
VYNE.US         VYNE THERAPEUTICS
VYNT.US         VYANT BIO
WABC.US         WESTAMERICA BANCORP
WAFD.US         WASHINGTON FEDERAL
WAFDP.US        Washington Federal
WAFU.US         WAH FU EDUCATION GROUP
WALD.US         WALDENCAST
WALDW.US        WALDENCAST
WASH.US         WASHINGTON TRUST BANCORP
WATT.US         ENERGOUS
